probe	chr	position	unadjusted_interaction_m	unadjusted_se	unadjusted_p	unadjusted_hc3_se	unadjusted_hc3_p	unadjusted_cluster_se	unadjusted_cluster_p	unadjusted_interaction_beta	cell_adjusted_interaction_m	cell_adjusted_se	cell_adjusted_p	cell_adjusted_hc3_se	cell_adjusted_hc3_p	cell_adjusted_cluster_se	cell_adjusted_cluster_p	cell_adjusted_interaction_beta	fully_adjusted_interaction_m	fully_adjusted_se	fully_adjusted_p	fully_adjusted_hc3_se	fully_adjusted_hc3_p	fully_adjusted_cluster_se	fully_adjusted_cluster_p	fully_adjusted_interaction_beta	fully_adjusted_linear_age_interaction_m	fully_adjusted_linear_age_se	fully_adjusted_linear_age_p	fully_adjusted_linear_age_hc3_se	fully_adjusted_linear_age_hc3_p	fully_adjusted_linear_age_cluster_se	fully_adjusted_linear_age_cluster_p	fully_adjusted_linear_age_interaction_beta	unadjusted_fdr	unadjusted_hc3_fdr	unadjusted_cluster_fdr	cell_adjusted_fdr	cell_adjusted_hc3_fdr	cell_adjusted_cluster_fdr	fully_adjusted_fdr	fully_adjusted_hc3_fdr	fully_adjusted_cluster_fdr	fully_adjusted_linear_age_fdr	fully_adjusted_linear_age_hc3_fdr	fully_adjusted_linear_age_cluster_fdr
cg00077547	10	61410614.0	-0.08949883718562157	0.023021145375187825	0.00011049333926274103	0.022156357864286474	5.9299074954748126e-05	0.02639229168636583	0.0012262716317608324	-0.003571653459760824	-0.08473987271799613	0.023114044088277177	0.00026433071471871207	0.02233101415953445	0.00016024056046140143	0.025669947422067577	0.0016122726233240253	-0.003402068379211456	-0.07364099684665801	0.020602550997701388	0.0003772149965701596	0.021208562529568764	0.0005505337487138624	0.025848696467528676	0.005972985798053804	-0.003016816510043723	-0.003514822696647744	0.0009842324561987609	0.0003818097529373611	0.0010128207010408688	0.0005543686667177989	0.0012344834854236617	0.0060015515736393955	-0.00014401409274389224	0.1330244988401337	0.1318860299857572	0.3683226906400987	0.38178248918465396	0.5556138735200101	0.7652861386080396	0.3443288462377548	0.9058809040879812	0.9999560135595468	0.34652488166646606	0.9159143347756359	0.9999316749064227
cg03402698	10	1809404.0	0.09529796576415644	0.03286545370727946	0.0038488767368387963	0.032443540285797594	0.0034152771539183273	0.03476167365815793	0.008014702882182274	0.005053528472100433	0.09356225766945264	0.03329926598581187	0.00509270267324537	0.032968711109922326	0.004668774469040295	0.03609390815874467	0.011918904478472244	0.005024917302518395	0.11460847185923369	0.03194272602852734	0.00035848037862045443	0.03302893657582779	0.0005551579594807454	0.03625481256759938	0.0024471509863015204	0.005991376583467907	0.005472282291169119	0.0015259509689663185	0.0003609013385089144	0.0015785981067386414	0.000562087285984371	0.0017339393177901884	0.0024849693793452233	0.00028639502686912655	0.3979463275013585	0.46717764870007156	0.5366364966906196	0.6497932208819084	0.8573191498176632	0.8532408278427948	0.3386648305853446	0.9097915154352008	0.9999560135595468	0.3373558421931491	0.9160610573168476	0.9999316749064227
cg07522403	7	66640997.0	-0.1098955414487036	0.030762599306908688	0.000377149127947322	0.03060531059354704	0.00035198389488234823	0.024756801826036595	3.859585654862248e-05	-0.0035309900081450032	-0.10987084480028597	0.031136436928707985	0.00044415039391277857	0.03055151725008671	0.0003448941050958013	0.024690292274270578	3.7139980395062935e-05	-0.003577334019088318	-0.10881742201591434	0.030555908586281596	0.0003961727163438345	0.031373271446299145	0.000558139353797023	0.02520970577012379	5.915949861670758e-05	-0.003495922220721613	-0.005188328114692057	0.0014597422676026432	0.0004066284170215311	0.001496984343690484	0.0005635098392765878	0.0012029526741637682	5.9879992630250755e-05	-0.0001668471016192172	0.20636139975511256	0.252171852959578	0.1211081131885353	0.45058779172730895	0.6423026294314805	0.3006726536850952	0.35290227763227544	0.9109892018065336	0.4352788530745079	0.35547147764716697	0.9160610573168476	0.4421801057540683
cg11950292	19	18336805.0	-0.08624068061298323	0.026357424117540808	0.0011185952761988164	0.0275996099224923	0.0018507700312994442	0.03232322814903253	0.009758191435243362	-0.005038311452873083	-0.08100678448803571	0.02355604054974183	0.0006177196600399599	0.023929561890482173	0.0007497911976332402	0.028420434382656543	0.00595027927860722	-0.004856144223713237	-0.0786860780012861	0.021820782742691947	0.00033487924481881355	0.02270127023221688	0.0005628933816592416	0.024782710346982078	0.0023492661344262362	-0.004868537681522952	-0.003756260258672996	0.0010425915378151393	0.0003389532248508989	0.001084299655711512	0.0005668646396267014	0.0011850409261833699	0.0023863550653137455	-0.0002325670655573893	0.28937108339446627	0.40175890008493775	0.5548461867863623	0.47703705721750767	0.6997202897659299	0.8326897594526024	0.3298136869963353	0.9127564874034986	0.9999560135595468	0.3325075114433329	0.9178286776880602	0.9999316749064227
cg27340723	16	4011607.0	-0.12703717946033335	0.030255346831764146	3.016693795999661e-05	0.029849521001520062	2.3552957930447456e-05	0.027967635745963334	2.6818545337688133e-05	-0.019003987665379182	-0.09139300934545654	0.026217581238205768	0.0005201395101640026	0.025949343799838154	0.0004553526086838063	0.023280424820262834	0.00022251132786134416	-0.013789534343343623	-0.09512734199725988	0.02621966463511731	0.0003080357511826462	0.027447874221565305	0.0005637319794825243	0.02437231575833227	0.00023982454317161763	-0.014318375975410877	-0.004547555902710288	0.0012525562059640396	0.000305093243602817	0.0013120201327808173	0.0005630605998694284	0.0011637575762476794	0.00023623972677939677	-0.0006845005912261225	0.07777747546663254	0.10035617863116118	0.1057527962909172	0.45782603081251955	0.6778341116247854	0.5418695401085498	0.3274646988171293	0.9127564874034986	0.7369441034300529	0.32495760599533313	0.9160610573168476	0.7415012663191807
cg14913216	8	143958936.0	-0.0630998513806208	0.021642534513966524	0.0036601744039884147	0.022396555289632053	0.004973318357630865	0.022425238364721812	0.006580744172676612	-0.004887449934522774	-0.07036736476907955	0.02100665135288435	0.0008509508407503164	0.021901989266912177	0.0013728787492974113	0.021506202669913703	0.0017603171881075948	-0.005591585370953231	-0.08045868227374278	0.020589968032870762	0.00010300577309742201	0.023223208062111745	0.000566133257121269	0.022307534478303373	0.0006258909173679736	-0.006375616508761787	-0.0038386908220844917	0.000983737737668204	0.00010532642892611343	0.0011098509462086916	0.0005783131343353546	0.0010650606200530107	0.0006310592996476589	-0.00030428729020285614	0.39404958132705303	0.5025017969025606	0.5183523474214909	0.4995320990494329	0.7436128318158894	0.7690547419510269	0.2171613846442384	0.9129925028578431	0.8633623653832845	0.21873079948258525	0.9180561192374871	0.8662604371963607
cg10317827	7	1769451.0	0.07832386555540115	0.03075375789065649	0.011076943408766892	0.03007917452039902	0.009404989493715368	0.029030317615086516	0.009009101022998548	0.001645963948368405	0.07984563570499792	0.031056294994931385	0.010340340796977555	0.030501056254174572	0.0090358165741335	0.029841967882914853	0.009564198119766075	0.0016292521608146505	0.10753834912061551	0.029396496658986342	0.0002746654546846587	0.031067087479087582	0.0005725576548047337	0.03358262317856127	0.00216781448271841	0.0022699906587285365	0.005135523203411686	0.0014043056379394743	0.0002759476008563639	0.0014848005820785604	0.0005783452131279209	0.0016071134507135351	0.0022113529980170928	0.00010838233882044779	0.5040088319466182	0.5699453573380989	0.5443349488650929	0.6977276234524669	0.8712142145333529	0.8467010775793248	0.31829804404194734	0.9196889094635893	0.9999560135595468	0.31604587857323013	0.9180561192374871	0.9999316749064227
cg25207147	2	178108352.0	-0.08866364316858145	0.03380920878091672	0.008912784667004587	0.03281220228805559	0.0070502904906650735	0.03131973761517613	0.006277638077574123	-0.0024497436543028037	-0.10081553086244403	0.03340647809434311	0.0026356042480727435	0.032418202113899806	0.0019456803073450496	0.03168793103892281	0.0023047778350691627	-0.00285152027864932	-0.1079944641071583	0.03036405769433271	0.00040303775090994037	0.031248293258526145	0.000584099976187349	0.030270537058836988	0.0007083417965263345	-0.0031112482695213953	-0.005150766250568376	0.0014505831142370034	0.0004118950058213556	0.001492321261003209	0.0005937435623960675	0.0014444099199883032	0.0007120174774715596	-0.00014839957831400954	0.4823400837365197	0.5424515749254667	0.5135892644675021	0.5980128887329897	0.7891751198268443	0.8001156830298464	0.35388900200993145	0.9345207140752715	0.8975736820369667	0.35547147764716697	0.9382346255606365	0.8940449701183794
cg21570709	1	150619999.0	-0.08533828561782482	0.024649145753302362	0.0005673746068595785	0.02397087360485951	0.0003949301420094232	0.026081261363210304	0.0017600077194845519	-0.01120099254668989	-0.0739028587275502	0.022378781807481173	0.0010060877474669559	0.022099953323271155	0.0008684701234438327	0.02411179949126777	0.003240147227450601	-0.009591002641691297	-0.07694632431342983	0.02196845343258865	0.0004924997977194402	0.022275589290673834	0.0005877751852109136	0.02351455711324293	0.0017585842790180308	-0.010069890219969431	-0.003682667765207032	0.0010496180428805114	0.00048173370286008744	0.0010638861990256902	0.0005724820928519909	0.0011243089721397247	0.0017417062819516224	-0.0004819598912969225	0.23272871967616762	0.26599169329950145	0.3966710493965007	0.5156039530632025	0.7132152365915807	0.821712329070322	0.363990671552605	0.9355149920924336	0.9999560135595468	0.3611066915644718	0.9180561192374871	0.9999316749064227
cg01719577	19	15727946.0	-0.11023968872679735	0.03319675515673696	0.0009425609089963242	0.03370684735971227	0.0011241685046461353	0.03167115816090688	0.0009297576817810034	-0.004982600487932781	-0.12390540112487838	0.03275191817687762	0.00016772340779446407	0.03288403816660725	0.00017805769962907824	0.030747854155309003	0.00015732788350091622	-0.005717650748070725	-0.11904008025189658	0.03261950575455059	0.0002841033660727558	0.03446883374464331	0.0005893437298097266	0.03323820092531073	0.0006782056489198139	-0.0056012483693296915	-0.0056970682488303535	0.0015582568954770515	0.00027693168947448885	0.0016461109955081678	0.0005737323132002361	0.0015866091591076525	0.0006585716855537719	-0.00026809386151621526	0.27390289758683484	0.3593301676877987	0.33910411322631817	0.3352968820688399	0.5556138735200101	0.4948152681488523	0.32171334335694746	0.9355149920924336	0.8884340362029418	0.31604587857323013	0.9180561192374871	0.8813579595361898
cg12457683	2	220528705.0	-0.09645528817459367	0.02263050341601175	2.2918286428764316e-05	0.022734604354019698	2.4952651849967478e-05	0.022696648703378845	7.448600042379103e-05	-0.0032983048409735843	-0.08693656990318774	0.022611058773786493	0.00013129084293898467	0.02324961183448164	0.0001992112639689428	0.02342389739694017	0.0004480323166229677	-0.003000598659124886	-0.08309376658599837	0.021930717113807528	0.00016541970679447804	0.024081471309697424	0.0005958770533313366	0.024533906634302258	0.00124216278106485	-0.0029096540644873593	-0.00396996152103965	0.0010476607948214762	0.00016513588419076215	0.001150588755658515	0.0005962087219035967	0.0011721570799503582	0.001242200022083916	-0.0001390507205992111	0.06864306226710576	0.10143262613915165	0.14870393867935927	0.33424088853692474	0.5610821468259477	0.6186065970840329	0.2594132543470799	0.9421910206196032	0.9999560135595468	0.25856307114705557	0.9382346255606365	0.9999316749064227
cg21885317	8	123235854.0	-0.21056097882871444	0.042734197288169906	1.034144836698688e-06	0.044324404506407906	2.4472549113990515e-06	0.04271202504286973	6.644290616332582e-06	-0.00963219129913783	-0.16731523243370758	0.04004513093215873	3.29972658908749e-05	0.04219478923828803	8.062244009659234e-05	0.03980598445413736	8.736918302152141e-05	-0.007851188251037306	-0.14369295066650523	0.038077126892912844	0.00017559411242889576	0.04167308512067728	0.0006011596258463139	0.04021219693124255	0.0006956717457790331	-0.006830306336946375	-0.0068794737362720855	0.0018189516541879125	0.0001699127110701704	0.0019878484339303803	0.0005740717964825461	0.001916932509320855	0.0006625957395844585	-0.00032737318642751866	0.01902746588333659	0.03537882802860151	0.07268907806894463	0.2366101740350651	0.4462526321722755	0.39705172750179496	0.263676668008756	0.9468451238480485	0.8975736820369667	0.25856307114705557	0.9180561192374871	0.8813579595361898
cg10652508	19	2809935.0	-0.050327415633358706	0.016287602393884194	0.0020786403048802657	0.016183038035120643	0.0019448839175668373	0.0145165019849967	0.0009706247115730417	-0.005947852357595568	-0.04948714458102191	0.015538805962213078	0.0015112521575494549	0.01551263154579347	0.0014838186402225096	0.01461446970566619	0.0012449068447016637	-0.005939839255194322	-0.05103093500589477	0.013276474813236568	0.00013314784713147173	0.014819339525686887	0.0006112090974481183	0.014310225465732023	0.0007119130330484105	-0.006072758790680096	-0.002438934745281784	0.0006341362542582883	0.0001318998153411642	0.000707743638475068	0.000605608327212093	0.0006845081105061814	0.0007186717957591142	-0.00029025712301781895	0.3366265864236755	0.40538411266964836	0.34315675160179504	0.5509677392980905	0.7510017267708389	0.7287745341240386	0.2303247222453783	0.9588336129936045	0.8975736820369667	0.23229306705518699	0.9428459827457409	0.8973002611650496
cg27394127	16	14631761.0	0.09239794902740747	0.03665513001737667	0.011924404605089036	0.03723953052275165	0.013320517001028844	0.03841326264528354	0.01920424403408353	0.004687503300554664	0.09920800573082846	0.03693419507181393	0.007396325105396217	0.03782858686157491	0.00891155472305762	0.03870231741055857	0.012847857032056586	0.004985655481960961	0.13950947122202534	0.035958546954320846	0.00011527735023130922	0.04053176775091603	0.000614675812683578	0.04149872854267583	0.0013412781027598477	0.007119513112803434	0.0066739084185570285	0.0017177427946578696	0.00011273528018084163	0.0019353080132740368	0.0006002867983615412	0.001978646347664297	0.001296233685537333	0.0003404726953374811	0.5094245711869515	0.6047924052620792	0.6205133609277311	0.6681622952875064	0.8712142145333529	0.8575829943388813	0.22542179545256058	0.9588336129936045	0.9999560135595468	0.22152099474486223	0.9382346255606365	0.9999316749064227
cg06371583	19	2581345.0	-0.08319598412024917	0.018139183548032754	5.3085173848306924e-06	0.019111220495775665	1.53424388576908e-05	0.020070702033732367	0.00010653156235430582	-0.013076458760834476	-0.07207221159504176	0.017773338900411852	5.5585798058927086e-05	0.018772744400183835	0.00013429994309640373	0.020936717259500113	0.0010472160394936038	-0.011466709661721667	-0.0647850751074176	0.016081912929236213	6.281551918697091e-05	0.01882498864454854	0.0006158774933194752	0.019514808423745162	0.001523831834631286	-0.010420506998741356	-0.0031015015116219883	0.0007682646023785285	6.0617411928537585e-05	0.0008993821319594712	0.0006003284921061528	0.0009334942789447964	0.0015115393108783366	-0.000498803047585625	0.04079042178753349	0.0811097174903521	0.17529335530269502	0.25960984175282353	0.5388731217446908	0.7018133280038732	0.18622702215417686	0.9588336129936045	0.9999560135595468	0.18463878060052252	0.9382346255606365	0.9999316749064227
cg05160197	1	203166762.0	-0.09324067878977362	0.0225367900171152	3.926925165901644e-05	0.0281962811815113	0.0009900458394646536	0.02605974414424899	0.0006856666925075467	-0.014159638733515799	-0.09395733843289761	0.022543297860182814	3.4487615013646425e-05	0.028584256706714384	0.0010616306756792444	0.026431253600307833	0.0007376129990765769	-0.014249435273736122	-0.10375997808236942	0.02342597236162854	1.1100706625505261e-05	0.03017686811628944	0.0006227204635380166	0.027280690553554726	0.00033260130995627643	-0.015709780427380953	-0.004966982354392234	0.0011190191359773073	1.0639531263042763e-05	0.0014433658023759357	0.00061630336959181	0.0013054837665488176	0.00033121166547486964	-0.000752016807354397	0.08486719303894202	0.34458617801893454	0.3093036039933051	0.2366101740350651	0.7199909017862371	0.6586180831808145	0.07020902078112337	0.9623316987096283	0.7630718135971118	0.06729220911325373	0.9482160297451399	0.7625269688073317
cg14333542	10	73887803.0	-0.09762234699138979	0.021036170840018128	4.120963490091064e-06	0.021594014832768755	7.193585564416173e-06	0.02160269097439291	2.912316468868261e-05	-0.0114228424309278	-0.07828956031523115	0.019293262914565956	5.4939417836180223e-05	0.020260717502770392	0.00012155817243322149	0.019790801120762768	0.000201351869151604	-0.009350655647336167	-0.07505812452853337	0.01873940236848267	6.91103522092614e-05	0.021830773145079148	0.0006232054140783533	0.020074516856757534	0.00040997477509513056	-0.009127621560081609	-0.0035890700195276752	0.0008951620062148146	6.796564417897437e-05	0.0010436082085705392	0.0006211356120425257	0.0009592438867322791	0.00040656281858459823	-0.00043655464407018203	0.0347519992585319	0.05936119257716694	0.10815194469889003	0.25960984175282353	0.5388731217446908	0.512602601577319	0.19292893585049278	0.9623316987096283	0.7942345857180322	0.18973336101860538	0.9487740998090931	0.7966791431325227
cg00150245	16	19111382.0	0.05856824188621662	0.022968561364978966	0.010979059002323132	0.023216837322115325	0.011859905128606131	0.02309497742751636	0.013790677318736962	0.0024834527147814464	0.06410532070317532	0.023096861761184726	0.005654736288829386	0.02371812481511866	0.007037902477567661	0.023896150755960268	0.00938616942118394	0.0027229199329195392	0.08020634701367053	0.021546847890907512	0.00021450904437319182	0.023336313072092607	0.0006259316770041338	0.02324443626229436	0.0010210646955320236	0.0034180437598360855	0.0038291993616653064	0.0010293423348022837	0.00021649096631462273	0.0011146858694317092	0.0006299113130313857	0.0011108363401937898	0.001031954845623208	0.00016320438906572312	0.5028291453967798	0.5920197284094926	0.5869293417864891	0.6577446107359571	0.8589046105500612	0.8467010775793248	0.2847067152267017	0.9623316987096283	0.9504452336097909	0.28637863665925467	0.9549715019579902	0.956235101380295
cg24989577	17	61392795.0	-0.07074878537235375	0.01700883501748917	3.571120190951946e-05	0.016939140390682537	3.318723804497599e-05	0.017163729352498998	0.00011524591750485354	-0.01201836615268882	-0.04816958594633845	0.013318660565207467	0.00031921711599316196	0.013553204246020644	0.0004040231012054902	0.01414779651648769	0.0011759968786079944	-0.008229274924930358	-0.04437632628928782	0.011994843711613344	0.0002342857356035142	0.012915868454452658	0.0006286079694435012	0.013600673385360843	0.0018093426509768686	-0.007614795335602988	-0.00212519518198096	0.0005730483449409422	0.00022631551323897694	0.0006175013167505475	0.0006155111158990539	0.0006505106790605609	0.0017869000024868654	-0.0003646787271138235	0.0837116650572016	0.10759831129010973	0.17861902643567207	0.4049303901482656	0.6711027688105078	0.7168996195162033	0.30298684637315426	0.9623316987096283	0.9999560135595468	0.29456164757367465	0.9482160297451399	0.9999316749064227
cg25325932	6	76073753.0	-0.04555166071832523	0.023099771189532183	0.048994708573099045	0.02439731104277885	0.06229419823096426	0.021889554447538203	0.04164173940536606	-0.0071073906593920495	-0.0598602605949418	0.01932399551984678	0.002025971241710243	0.020676263028512814	0.0039048753828658848	0.015603394855213054	0.0002986694078173864	-0.009485534029032568	-0.07158593411039774	0.018293782414249476	0.00010075423130310202	0.020850790487783245	0.0006344445165879878	0.018394381623444388	0.00024898785410214875	-0.011348628966151346	-0.003419972551692651	0.0008740615428354964	0.00010091443338758964	0.0009962989956112836	0.000635758036211555	0.0008773018079186244	0.00024365946948291063	-0.0005422841139623743	0.6696345162212851	0.7649658793676458	0.7037264208349505	0.5724423179841965	0.8348808230001029	0.584040091326305	0.2148440515123787	0.9623316987096283	0.7577898537370682	0.2149918267890984	0.9574082406324214	0.7471909926947047
cg01870113	9	137211558.0	-0.05540093437497414	0.01755275244249621	0.0016642328145660555	0.017928329804895813	0.002077177130929818	0.019150895556519075	0.005285953623124858	-0.00953932897985283	-0.026716782947806706	0.010129335624391536	0.00853059250981971	0.010971719428642994	0.015131153829082361	0.011101233309642347	0.019142842791814087	-0.004603156173291949	-0.031101502941908055	0.008127908606269317	0.00014257825088426465	0.009060894287256493	0.000636169696346388	0.009297894622030537	0.0014115735918384179	-0.005363587349678609	-0.0014898276090399552	0.00038829891214393984	0.0001368599371670287	0.000432868828791783	0.0006151789043843253	0.00044464216470116143	0.0013876542761957736	-0.00025692568313403813	0.31813758280794757	0.41137747201421637	0.4990844890007161	0.6783503321992649	0.8824479883571377	0.8629799903996972	0.23597073460682122	0.9623316987096283	0.9999560135595468	0.233529251191925	0.9482160297451399	0.9999316749064227
cg00576267	1	47183833.0	0.03406422732131382	0.01781706022321518	0.05628442996066447	0.017394773982736787	0.05057762324122118	0.01940331909414882	0.08417905771534426	0.002154101479110909	0.03631416274494473	0.017658489652796285	0.0400970493198883	0.017140273369956466	0.03446230021233536	0.017638144357627263	0.043786423232034764	0.0022790482324913284	0.055381142460498634	0.015954088367970343	0.0005524438667396295	0.01613654657229703	0.0006372446903038801	0.017001961159242567	0.0018392246662680084	0.003475660760211557	0.002649606171903447	0.0007621318463309505	0.000541856932281081	0.0007707794902040058	0.0006245917685901483	0.000812251226118667	0.0018134221063631887	0.00016628901395595176	0.6858005602711431	0.7436776628541121	0.7745141180413508	0.7810657224897845	0.90366880157135	0.8956127523367542	0.36986309823868946	0.9623316987096283	0.9999560135595468	0.36614582086141695	0.9504666536286692	0.9999316749064227
cg25103772	1	176544569.0	-0.10306740252370179	0.028637000163225106	0.0003410480438922906	0.03021502917508395	0.0006828059956825803	0.028614257119736065	0.0006355531583652193	-0.008835413311230089	-0.10623174359004187	0.026968506810072273	8.974426562562028e-05	0.0287845218232719	0.00024062663206407607	0.024981050110773416	7.378860533899709e-05	-0.009292254805869645	-0.10552868760818448	0.027260146721911217	0.00011930615718705264	0.030758867699214067	0.0006400053247522811	0.026841967031995803	0.00021832209876232938	-0.009527716039769296	-0.0050412738315693695	0.0013022738577089133	0.00011932484542553946	0.0014700101000890376	0.0006433108931105879	0.001282730274090821	0.00021931495246618244	-0.0004554167290850611	0.1999123062850773	0.31861632926128786	0.3030166243846273	0.2961243236921875	0.5702761030898944	0.39705172750179496	0.2255672927596425	0.9623316987096283	0.7335639821568063	0.22436131391470449	0.9614851652895635	0.7415012663191807
cg04826355	4	2270843.0	0.06477225655513982	0.039441677499230346	0.10097624768032434	0.03903117140401314	0.09744740013326464	0.03591563390375858	0.07625554962377132	0.0009889717575699286	0.06927821220953918	0.03964614108280962	0.08099190826252835	0.038754422218649165	0.07425768453102237	0.03710839909344359	0.06672118798691114	0.001021780821263328	0.09859530675845744	0.027902103390649496	0.00043911478957479877	0.028745462642854443	0.0006420808630955582	0.02898433383124377	0.0011871196309146568	0.0015600782002109844	0.004713529533782826	0.001332921226831101	0.00043485745621747035	0.0013732205067101733	0.0006362490932922612	0.001384013393830895	0.0011725509929913943	7.453033901088323e-05	0.7512650719034524	0.8073736104896845	0.7667056840515573	0.8193482751243006	0.9153779856699878	0.9017367856155826	0.3599193278402209	0.9623316987096283	0.9905930636798045	0.3596112357220312	0.9574082406324214	0.9924799713815092
cg11887996	12	120121199.0	-0.051937243625566586	0.01319273055043858	9.05314225315674e-05	0.013906843181960352	0.000202724353721684	0.01549549999612239	0.0013828401745946423	-0.006700928351359722	-0.03898719958447377	0.0123791295674096	0.0017035181509940512	0.012992580987296136	0.002786382289856018	0.013542466819078433	0.005496171380340144	-0.005001680501470134	-0.042045095609556	0.010673218921966106	9.059954381188248e-05	0.01226209417841685	0.0006445853132782894	0.011801116743627691	0.0007192168752362745	-0.0053851255055171595	-0.0020067284994918057	0.000509903392509899	9.201116847771402e-05	0.0005861897675930214	0.000657590314320359	0.0005641632478225867	0.0007324842845673694	-0.00025698741607193995	0.11971799325762379	0.21821018451979496	0.37651059715088936	0.5633218950877152	0.8235487652046981	0.8326897594526024	0.20258936649191	0.9623316987096283	0.8975736820369667	0.2033749171678494	0.9648062205816877	0.8973002611650496
cg17126622	7	1452382.0	-0.036467202647999034	0.019774081465935893	0.06556298896197248	0.019626419523846337	0.06356465910744089	0.019656337051021006	0.06839581654088778	-0.00540522952825279	-0.045781738976064815	0.015191222430091881	0.0026714331467246376	0.015049017262477322	0.0024341081782653378	0.015052145141213094	0.0034671127164245035	-0.006844977762300882	-0.05034547112347168	0.013615100426923741	0.0002359632402872972	0.01468471973509614	0.000645616207397021	0.012809072398661026	0.00021906655035769843	-0.007544267064896832	-0.0024057091813685268	0.0006507523985384451	0.00023683400816049702	0.0007017783877271524	0.000646568394184829	0.0006129331385015124	0.0002231253393995556	-0.00036049841901854735	0.7020099291343271	0.7672929809773432	0.7546077899160538	0.6012477423343741	0.8143009462248806	0.8237939144125507	0.304184421315965	0.9623316987096283	0.7335639821568063	0.3023738084463867	0.9614851652895635	0.7415012663191807
cg06439941	7	93921444.0	0.07909113719433852	0.028237865733743334	0.005231954748502852	0.030102284863042974	0.008785560578821692	0.031899997740458166	0.01594116470251197	0.006585608011644088	0.09259054452654403	0.027224040499496255	0.0007083122648225368	0.029412996247334983	0.0017120654436293204	0.032103616231981456	0.005416617845998163	0.0077351894161498316	0.10076474519486657	0.026729354134702708	0.00017831308657715044	0.029405068521185084	0.0006494671359844636	0.030975583938012852	0.0018630658487941937	0.008007963494870854	0.004817335319104992	0.0012769990233422789	0.000176524027276156	0.0014061123435920367	0.0006513143356611317	0.0014811641000357636	0.0018666367234098484	0.00038298316821267436	0.42543317375717754	0.5629930671148712	0.6024498779693822	0.4922296646046067	0.7771153132444778	0.8326897594526024	0.263676668008756	0.9623316987096283	0.9999560135595468	0.26205209766890947	0.9621933238391236	0.9999316749064227
cg08734600	10	124447659.0	-0.11807276158222414	0.03792131862575207	0.0019207380855915575	0.03767151888415393	0.0017922736655221734	0.040521639612768647	0.004984723919092518	-0.008271910679107892	-0.11972868072117539	0.03504602132625378	0.0006703597526639203	0.03451190053781606	0.0005530866966878764	0.03806620862771202	0.002564411107345965	-0.008529617647209543	-0.12396120823506113	0.03397386534950165	0.00028478681884080493	0.036183017244764006	0.0006514227367644504	0.04167446144022131	0.004199708944672877	-0.008681446689662458	-0.005923598594191588	0.0016232221237419016	0.00028417772066629795	0.0017304103423727612	0.0006578500502257896	0.001993559701008893	0.004237387054654241	-0.0004152873939908973	0.32765740171622515	0.40117998677728745	0.4947845762977015	0.4845539852902851	0.6875814646099725	0.8100358529526835	0.32171334335694746	0.9623316987096283	0.9999560135595468	0.31944402778492104	0.9648062205816877	0.9999316749064227
cg24990317	12	124424071.0	-0.08205193568235464	0.023527052114935	0.000516855490633938	0.02353600363823673	0.0005193823979226769	0.020328195769268507	0.0001538625601502182	-0.013755992388880756	-0.038661966831782836	0.015116931607609333	0.010745684885883598	0.01564101331344903	0.013672411164922446	0.015622364144922993	0.016126957936617614	-0.006413669982586291	-0.05177715954457891	0.014246521019617972	0.00030077597349644516	0.015115073685534367	0.0006524093271561968	0.015790808446288655	0.0017237430774489754	-0.008619798950320718	-0.0024737713917932316	0.0006805804621784006	0.00030029148648024015	0.0007216543657186273	0.0006468050421488682	0.0007546227767800827	0.0017278252624239898	-0.0004118365161378993	0.2291504009477298	0.2909201521738544	0.1928189845010586	0.7020621772899013	0.8774551407386096	0.8615909685990398	0.32489285517089417	0.9623316987096283	0.9999560135595468	0.3239786864077423	0.9614851652895635	0.9999316749064227
cg17954695	5	138139843.0	-0.09599702302837523	0.03666780769304007	0.00902875855621827	0.03741574351679573	0.010497132980152145	0.0403182185051948	0.020404001465850172	-0.0067160460203560595	-0.08182289330233038	0.028263489129806616	0.003906309655422652	0.028934228186654587	0.004815713215702588	0.03232231639103406	0.013951646448232744	-0.005643760798074119	-0.10621384850924928	0.028181501339336192	0.00017893976070868187	0.0310179875136806	0.000655399505571482	0.032045966293088035	0.0015487981026039732	-0.007529641976343945	-0.005071533751855261	0.0013466687167748776	0.00018101011429731543	0.001483325514867924	0.0006679131122140689	0.0015320221573227725	0.0015679770496042757	-0.00035972237772583567	0.48323257631385697	0.5787562420234486	0.6257159074348304	0.6325444772581694	0.8573191498176632	0.8600750954995368	0.263676668008756	0.9623316987096283	0.9999560135595468	0.26228713162675743	0.9690318039474818	0.9999316749064227
cg12138286	4	70700807.0	0.07893478205835794	0.023916720268576556	0.0010127066228150436	0.024681901007962224	0.001443581089655602	0.022457394132565926	0.0008359587904515439	0.004048353096691753	0.07797272985623462	0.0240049535530507	0.00121529859951738	0.02490385456202783	0.0018128801485504877	0.023377178971338685	0.001453290319413096	0.003953770991853565	0.07972745343091804	0.02198940657652189	0.0003108182565626557	0.023285266659654292	0.0006561628053644976	0.022707703767321178	0.0008460439810412725	0.004013038546187227	0.0037960277587727165	0.0010505468627402441	0.00032568619493316276	0.0011119171451842574	0.0006802674329209984	0.001085805697153914	0.0008865441463835129	0.00019120282939120135	0.27962239079327544	0.38311237122888775	0.33142204414823434	0.5284679729626925	0.7798332254736579	0.7395670397022769	0.32822431346820896	0.9623316987096283	0.9331450157434045	0.3265909238923665	0.9772411854837162	0.9453805653783303
